accession	tax_id	scientific_name	last_updated	base_count	first_public	description
AF459769	137354	Drosophila barbarae	2006-11-14	290	2002-05-16	Drosophila barbarae alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459778	73155	Drosophila biauraria	2006-11-14	290	2002-05-16	Drosophila biauraria alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459779	137072	Drosophila kanapiae	2006-11-14	290	2002-05-16	Drosophila kanapiae alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AM181670	103775	Drosophila gunungcola	2006-11-14	628	2006-02-15	Drosophila gunungcola partial adh gene for alcohol dehydrogenase, exons 1-3
EF560578	306030	Drosophila viracochi	2008-07-12	624	2008-05-01	Drosophila viracochi pop-variant Bogota alcohol dehydrogenase (adh) gene, partial cds.
LC057801	42062	Drosophila nasuta	2015-06-26	851	2015-06-26	Drosophila nasuta Adh gene for alchol dehydrogenase, partial cds, strain: NHO8.
AB669869	307244	Drosophila ogumai	2014-01-02	837	2014-01-02	Drosophila ogumai Adh gene for alcohol dehydrogenase, partial cds, strain: RGN3.
AB669871	307242	Drosophila ohnishii	2014-01-02	844	2014-01-02	Drosophila ohnishii Adh gene for alcohol dehydrogenase, partial cds, strain: MMY309.
AB669879	7274	Drosophila serrata	2014-01-02	839	2014-01-02	Drosophila serrata Adh gene for alcohol dehydrogenase, partial cds, strain: Q122.
AF136680	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana G96.21Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136707	40372	Drosophila americana texana	2005-04-15	884	1999-06-03	Drosophila americana texana LP97.07 alcohol dehydrogenase (Adh) gene, partial cds.
AF459755	30050	Drosophila varians	2006-11-14	290	2002-05-16	Drosophila varians alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459773	67532	Drosophila quadraria	2006-11-14	290	2002-05-16	Drosophila quadraria alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459782	137077	Drosophila parvula	2006-11-14	290	2002-05-16	Drosophila parvula alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AB669846	73917	Drosophila seguyi	2014-01-02	835	2014-01-02	Drosophila seguyi Adh gene for alcohol dehydrogenase, partial cds, strain: K59.
AF459744	7246	Drosophila affinis	2006-11-14	290	2002-05-16	Drosophila affinis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
EU999243	40366	Drosophila americana	2008-09-09	845	2008-09-09	Drosophila americana isolate FP99.45 alcohol dehydrogenase (Adh) gene, partial cds.
AF136669	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana G96.27X alcohol dehydrogenase (Adh) gene, partial cds.
U76472	7224	Drosophila hydei	2005-04-18	897	1996-11-19	Drosophila hydei strain 4 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AF136679	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana D.am-.0Y alcohol dehydrogenase (Adh) gene, partial cds.
LC057204	1660392	Drosophila sp. 14028-0511.00	2019-06-04	838	2019-06-04	Drosophila sp. 14028-0511.00 Adh gene for alcohol dehydrogenase, partial cds.
AY102216	7243	Drosophila teissieri	2005-04-16	724	2002-06-20	Drosophila teissieri strain Br7 jingwei (jgw) gene, adh-derived region, partial cds.
AY102224	7243	Drosophila teissieri	2005-04-16	724	2002-06-20	Drosophila teissieri strain chiri9 jingwei (jgw) gene, adh-derived region, partial cds.
AY340282	40366	Drosophila americana	2005-04-16	881	2003-08-13	Drosophila americana pop-variant DN01.02X alcohol dehydrogenase (Adh) gene, partial cds.
AB669860	103765	Drosophila bocki	2014-01-02	831	2014-01-02	Drosophila bocki Adh gene for alcohol dehydrogenase, partial cds, strain: IR2-37.
AB703315	7246	Drosophila affinis	2012-03-18	405	2012-03-18	Drosophila affinis Adh gene for alcohol dehydrogenase, partial cds, clone: D.affinis.
AY874375	7241	Drosophila subobscura	2005-05-31	1406	2005-05-31	Drosophila subobscura strain line 36 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
M60989	46244	Drosophila pseudoobscura bogotana	2008-10-03	3479	1992-01-26	Drosophila pseudoobscura (subsp. bogotana, strain BOGER) alcohol dehydrogenase (adh) gene, complete cds.
AB669867	74550	Drosophila lini	2014-01-02	844	2014-01-02	Drosophila lini Adh gene for alcohol dehydrogenase, partial cds, strain: BG3146.1.
AB669884	1084936	Drosophila fengkainensis	2014-01-02	841	2014-01-02	Drosophila fengkainensis Adh gene for alcohol dehydrogenase, partial cds, strain: const-MTK.
AB669893	137078	Drosophila truncata	2014-01-02	830	2014-01-02	Drosophila truncata Adh gene for alcohol dehydrogenase, partial cds, strain: RGN10 D225.
AH011593	29029	Drosophila eugracilis	2016-04-08	566	2016-04-08	Drosophila eugracilis strain 4026-0451.0 alcohol dehydrogenase (Adh) gene, partial cds.
KJ767241	7240	Drosophila simulans	2014-10-29	868	2014-09-04	Drosophila simulans strain 14021-0251.167 alcohol dehydrogenase (Adh) gene, partial cds.
LC057199	94114	Drosophila trilutea	2019-06-04	831	2019-06-04	Drosophila trilutea Adh gene for alcohol dehydrogenase, partial cds, strain: VT05-ST.
X54813	7216	Drosophila ambigua	2006-11-14	4185	1991-07-23	D.ambigua gene for alcohol dehydrogenase (ADH) (EC 1.1.1.1)
EF216310	426742	Drosophila dianensis	2010-09-07	429	2007-06-10	Drosophila dianensis alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.
AY102220	7243	Drosophila teissieri	2005-04-16	724	2002-06-20	Drosophila teissieri strain chi2 jingwei (jgw) gene, adh-derived region, partial cds.
AY102239	7243	Drosophila teissieri	2005-04-16	724	2002-06-20	Drosophila teissieri strain uz31 jingwei (jgw) gene, adh-derived region, partial cds.
AY340281	40366	Drosophila americana	2005-04-16	881	2003-08-13	Drosophila americana pop-variant DN01.01X alcohol dehydrogenase (Adh) gene, partial cds.
AY874363	7241	Drosophila subobscura	2005-05-31	1425	2005-05-31	Drosophila subobscura strain line 3a alcohol dehydrogenase (Adh-Twain) gene, partial cds.
U76482	7231	Drosophila mulleri	2005-04-18	902	1997-03-06	Drosophila mulleri strain -1371.19 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AY695386	133981	Drosophila cardini	2006-11-14	1133	2006-08-01	Drosophila cardini alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.
AY154861	7263	Drosophila arizonae	2005-04-16	880	2003-03-03	Drosophila arizonae strain ARTU 34 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AB669842	114631	Drosophila greeni	2014-01-02	830	2014-01-02	Drosophila greeni Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0712.00.
AY044122	157053	Drosophila annulipes	2006-11-14	722	2002-08-06	Drosophila annulipes alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY044126	7291	Drosophila albomicans	2006-11-14	725	2002-08-06	Drosophila albomicans alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY154850	7263	Drosophila arizonae	2005-04-16	878	2003-03-03	Drosophila arizonae strain AR00 14 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
LC057198	29030	Drosophila takahashii	2019-06-04	830	2019-06-04	Drosophila takahashii Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0311.06.
AB669885	137072	Drosophila kanapiae	2014-01-02	838	2014-01-02	Drosophila kanapiae Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0541.00.
AY154855	7263	Drosophila arizonae	2005-04-16	880	2003-03-03	Drosophila arizonae strain AR00 6 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154857	7263	Drosophila arizonae	2005-04-16	880	2003-03-03	Drosophila arizonae strain AR00 14 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154860	7263	Drosophila arizonae	2005-04-16	880	2003-03-03	Drosophila arizonae strain ARTU 24 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
M17831	7227	Drosophila melanogaster	2006-11-14	2726	1991-07-01	D.melanogaster (strain Fl-2S) alcohol dehydrogenase gene (allele Adh-S), complete cds.
M17834	7227	Drosophila melanogaster	2006-11-14	2769	1991-07-01	D.melanogaster (strain Fr-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.
M17837	7227	Drosophila melanogaster	2006-11-14	7242	1991-07-01	D.melanogaster (strain Ja-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.
AB669862	61426	Drosophila diplacantha	2014-01-02	829	2014-01-02	Drosophila diplacantha Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0586.00.
AB932668	133991	Drosophila polymorpha	2014-10-26	833	2014-10-26	Drosophila polymorpha Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2231.00.
AY154847	7263	Drosophila arizonae	2005-04-16	878	2003-03-03	Drosophila arizonae strain AR00 1 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154869	7230	Drosophila mojavensis	2005-04-16	880	2003-03-03	Drosophila mojavensis strain MJBC 80 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
DQ471609	381457	Drosophila cf. cheda BCW-2006	2006-07-20	711	2006-07-20	Drosophila cf. cheda BCW-2006 strain 241 alcohol dehydrogenase (Adh) gene, partial cds.
M60990	46244	Drosophila pseudoobscura bogotana	2006-11-14	3472	1992-04-30	Drosophila pseudoobscura bogotana strain BOG 3389.1 alcohol dehydrogenase (adh) gene, complete cds.
AB932670	95624	Drosophila quinaria	2014-10-26	851	2014-10-26	Drosophila quinaria Adh gene for alcohol dehydrogenase, partial cds, strain: E-17701-1.
AF067282	77129	Drosophila helvetica	2006-11-14	437	1998-07-02	Drosophila helvetica alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AF045115	30047	Drosophila sturtevanti	2006-11-14	405	1998-06-02	Drosophila sturtevanti strain 14043-0871.2 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AF045122	72470	Drosophila lusaltans	2006-11-14	405	1998-06-02	Drosophila lusaltans strain 14045-0891.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY154829	7230	Drosophila mojavensis	2005-04-16	880	2003-03-03	Drosophila mojavensis strain MJBC 35.1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154838	7230	Drosophila mojavensis	2005-04-16	880	2003-03-03	Drosophila mojavensis strain MJBC 202.2 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154870	7230	Drosophila mojavensis	2005-04-16	879	2003-03-03	Drosophila mojavensis strain MJBC 95.1 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY165517	40366	Drosophila americana	2006-11-14	743	2003-04-22	Drosophila americana alcohol dehydrogenase (Adh) gene, exons 1, 2, and 3 and partial cds.
AY754433	7246	Drosophila affinis	2006-11-14	740	2005-04-04	Drosophila affinis alcohol dehydrogenase-like protein (Adh-r) gene, exons 2, 3 and partial cds.
AF348882	67534	Drosophila triauraria	2006-11-14	667	2001-04-16	Drosophila triauraria strain WWJ alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
KX384731	29030	Drosophila takahashii	2017-01-03	2658	2017-01-03	Drosophila takahashii strain IND_DT_U7 alcohol dehydrogenase (Adh) and alcohol dehydrogenase-related protein (Adhr) genes, partial cds.
AF348883	67532	Drosophila quadraria	2006-11-14	667	2001-04-16	Drosophila quadraria strain NIG alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
AB194414	186283	Drosophila parabipectinata	2006-02-27	17499	2005-05-07	Drosophila parabipectinata osp, siren1, siren2, Adh, Adhr genes for hypothetical proteins, alcohol dehydrogenase, hypothetical protein, partial and complete cds.
X03048	7231	Drosophila mulleri	2006-11-14	6778	1986-07-02	Drosophila mulleri adh genes for alcohol dehydrogenase (adh-1, adh-2, pseudo-adh)
X12536	7230	Drosophila mojavensis	2006-11-14	8783	1988-08-22	Drosophila mojavensis Adh-1, Adh-2 and Adh-psi genes
DQ363231	29029	Drosophila eugracilis	2006-05-25	522	2006-05-25	Drosophila eugracilis Adh (Adh) gene, partial cds.
DQ363233	42026	Drosophila bipectinata	2006-05-25	508	2006-05-25	Drosophila bipectinata Adh (Adh) gene, partial cds.
DQ363232	30025	Drosophila ficusphila	2006-05-25	507	2006-05-25	Drosophila ficusphila Adh (Adh) gene, partial cds.
EU877938	7217	Drosophila ananassae	2008-12-16	845	2008-08-06	Drosophila ananassae isolate 23ADH ADH (adh) gene, partial cds.
EU877940	7217	Drosophila ananassae	2008-12-16	829	2008-08-06	Drosophila ananassae isolate 22ADH ADH (adh) gene, partial cds.
EU877943	7217	Drosophila ananassae	2008-12-16	859	2008-08-06	Drosophila ananassae isolate wtADH ADH (adh) gene, complete cds.
AY874376	7241	Drosophila subobscura	2005-05-31	2173	2005-05-31	Drosophila subobscura CG9010/ADH fusion (Adh-Twain) gene, complete cds.
EF137008	40366	Drosophila americana	2007-09-11	840	2006-12-24	Drosophila americana isolate IR04.109 Adh (Adh) gene, partial cds.
EF136969	40366	Drosophila americana	2007-09-11	840	2006-12-24	Drosophila americana isolate FP99.05 Adh (Adh) gene, partial cds.
EF136970	40366	Drosophila americana	2007-09-11	840	2006-12-24	Drosophila americana isolate FP99.13 Adh (Adh) gene, partial cds.
EF137005	40366	Drosophila americana	2007-09-11	845	2006-12-24	Drosophila americana isolate IR04.36 Adh (Adh) gene, partial cds.
EF137006	40366	Drosophila americana	2007-09-11	840	2006-12-24	Drosophila americana isolate IR04.69 Adh (Adh) gene, partial cds.
EF136983	40366	Drosophila americana	2007-09-11	840	2006-12-24	Drosophila americana isolate HI99.55 Adh (Adh) gene, partial cds.
EF136996	40366	Drosophila americana	2007-09-11	840	2006-12-24	Drosophila americana isolate SB02.15 Adh (Adh) gene, partial cds.
U64522	7237	Drosophila pseudoobscura	2005-04-18	3481	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS228 allele, complete cds.
U64544	7237	Drosophila pseudoobscura	2005-04-18	3476	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS317 allele, complete cds.
U64559	7237	Drosophila pseudoobscura	2005-04-18	3499	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS356 allele, complete cds.
AF175218	7227	Drosophila melanogaster	1999-12-21	951	1999-10-06	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k35 allele, complete cds.
U64536	7237	Drosophila pseudoobscura	2005-04-18	3498	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS273 allele, complete cds.
X54118	7243	Drosophila teissieri	2006-11-14	4321	1992-04-14	D.teissieri Adh gene for alcohol dehydrogenase and Adh-related gene
U64555	7237	Drosophila pseudoobscura	2005-04-18	3467	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS348 allele, complete cds.
U64526	7237	Drosophila pseudoobscura	2005-04-18	3475	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS242 allele, complete cds.
X54116	7220	Drosophila erecta	2006-11-14	3867	1992-04-14	D.erecta Adh gene for alcohol dehydrogenase and Adh-related gene
X63953	7226	Drosophila mauritiana	2005-04-18	771	1994-04-19	D.mauritiana Adh gene
L26039	30014	Drosophila peninsularis	2000-03-04	1448	1994-02-07	Drosophila peninsularis adh pseudogene.
X63954	34677	Drosophila tsacasi	2005-04-18	771	1994-04-19	D.tsacasi Adh gene
MN267983	198725	Drosophila subquinaria	2019-08-23	552	2019-08-23	Drosophila subquinaria isolate S_DE_2 ADH-related protein (ADH-R) gene, partial cds.
MN267969	55946	Drosophila recens	2019-08-23	552	2019-08-23	Drosophila recens isolate R_KA_142 ADH-related protein (ADH-R) gene, partial cds.
MN267989	198725	Drosophila subquinaria	2019-08-23	552	2019-08-23	Drosophila subquinaria isolate S_KA_12 ADH-related protein (ADH-R) gene, partial cds.
MN268009	193351	Drosophila transversa	2019-08-23	552	2019-08-23	Drosophila transversa isolate T_UP_5 ADH-related protein (ADH-R) gene, partial cds.
MN267977	55946	Drosophila recens	2019-08-23	552	2019-08-23	Drosophila recens isolate R_NO ADH-related protein (ADH-R) gene, partial cds.
MN267962	55946	Drosophila recens	2019-08-23	552	2019-08-23	Drosophila recens isolate R_SM_15 ADH-related protein (ADH-R) gene, partial cds.
MN267986	198725	Drosophila subquinaria	2019-08-23	552	2019-08-23	Drosophila subquinaria isolate S_HI_25 ADH-related protein (ADH-R) gene, partial cds.
MN267988	198725	Drosophila subquinaria	2019-08-23	552	2019-08-23	Drosophila subquinaria isolate S_HI_32 ADH-related protein (ADH-R) gene, partial cds.
MN268010	193351	Drosophila transversa	2019-08-23	552	2019-08-23	Drosophila transversa isolate T_UP_6 ADH-related protein (ADH-R) gene, partial cds.
AF006566	7234	Drosophila persimilis	2005-04-15	3486	1997-09-11	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.
Y17611	7221	Drosophila funebris	2006-11-14	4059	2001-01-16	Drosophila funebris Adh and Adhr genes
U68472	30013	Drosophila madeirensis	1999-09-17	1403	1999-01-06	Drosophila madeirensis alcohol dehydrogenase (Adh) processed pseudogene.
X62222	7237	Drosophila pseudoobscura	2006-11-14	3479	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62236	7237	Drosophila pseudoobscura	2006-11-14	3479	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64478	7237	Drosophila pseudoobscura	2006-11-14	3506	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
U68470	7266	Drosophila guanche	1999-09-17	1323	1999-01-06	Drosophila guanche alcohol dehydrogenase (Adh) processed pseudogene.
U77607	7264	Drosophila buzzatii	2005-04-18	904	1996-11-26	Drosophila buzzatii Adh-Finnegan gene, partial cds.
X62184	7237	Drosophila pseudoobscura	2006-11-14	3481	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62192	7237	Drosophila pseudoobscura	2006-11-14	3481	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62233	7237	Drosophila pseudoobscura	2006-11-14	3499	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64471	7237	Drosophila pseudoobscura	2006-11-14	3493	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62186	7237	Drosophila pseudoobscura	2006-11-14	3501	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62209	7237	Drosophila pseudoobscura	2006-11-14	3457	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X78385	7227	Drosophila melanogaster	1994-05-03	36	1994-05-03	D.melanogaster (nLA2) Adh gene, intragenic deletion
X78387	7227	Drosophila melanogaster	1994-05-03	21	1994-05-03	D.melanogaster (nLA252) Adh gene, intragenic deletion
U77609	7264	Drosophila buzzatii	2005-04-18	903	1996-11-26	Drosophila buzzatii Adh-Finnegan gene, partial cds.
X62182	7237	Drosophila pseudoobscura	2006-11-14	3502	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62189	7237	Drosophila pseudoobscura	2006-11-14	3457	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62194	7237	Drosophila pseudoobscura	2006-11-14	3465	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62198	7237	Drosophila pseudoobscura	2006-11-14	3485	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62200	7237	Drosophila pseudoobscura	2006-11-14	3480	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62203	7237	Drosophila pseudoobscura	2006-11-14	3499	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62215	7237	Drosophila pseudoobscura	2006-11-14	3499	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62225	7237	Drosophila pseudoobscura	2006-11-14	3478	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62191	7237	Drosophila pseudoobscura	2006-11-14	3472	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64469	7237	Drosophila pseudoobscura	2006-11-14	3471	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
AF264078	46793	Drosophila paulistorum	2005-04-15	405	2000-05-30	Drosophila paulistorum alcohol dehydrogenase (Adh) gene, partial cds.
AF264079	46795	Drosophila pavlovskiana	2005-04-15	405	2000-05-30	Drosophila pavlovskiana alcohol dehydrogenase (Adh) gene, partial cds.
MG684381	88882	Drosophila kepulauana	2018-02-04	730	2018-02-04	Drosophila kepulauana alcohol dehydrogenase (Adh) gene, partial cds.
OP168390	3040703	Drosophila bromelioides	2023-06-15	895	2023-06-14	Drosophila bromelioides isolate Dbd_Ah Adh gene, partial cds.
U26838	40367	Drosophila flavomontana	2005-04-17	957	1995-06-30	Drosophila flavomontana alcohol dehydrogenase (Adh) gene, complete cds.
U94199	46802	Drosophila lineosetae	2005-04-18	222	1998-02-23	Drosophila lineosetae alcohol dehydrogenase (Adh) gene, partial cds.
U94207	46827	Drosophila tanythrix	2005-04-18	204	1998-02-23	Drosophila tanythrix alcohol dehydrogenase (Adh) gene, partial cds.
AF264080	46791	Drosophila sucinea	2005-04-15	405	2000-05-30	Drosophila sucinea alcohol dehydrogenase (Adh) gene, partial cds.
AY006419	7236	Drosophila planitibia	2005-09-26	510	2001-09-04	Drosophila planitibia alcohol dehydrogenase (Adh) gene, partial cds.
AY006421	46818	Drosophila substenoptera	2005-09-26	510	2001-09-04	Drosophila substenoptera alcohol dehydrogenase (Adh) gene, partial cds.
AY006425	48319	Drosophila ingens	2005-09-26	510	2001-09-04	Drosophila ingens alcohol dehydrogenase (Adh) gene, partial cds.
AY750124	189258	Drosophila micromelanica	2006-07-20	911	2005-12-31	Drosophila micromelanica alcohol dehydrogenase (Adh) gene, partial cds.
DQ471662	47316	Drosophila littoralis	2006-07-20	711	2006-07-20	Drosophila littoralis alcohol dehydrogenase (Adh) gene, partial cds.
DQ471665	40370	Drosophila montana	2006-07-20	711	2006-07-20	Drosophila montana alcohol dehydrogenase (Adh) gene, partial cds.
EU532120	46792	Drosophila insularis	2010-01-21	566	2010-01-21	Drosophila insularis alcohol dehydrogenase (Adh) gene, partial cds.
HQ631468	7237	Drosophila pseudoobscura	2012-01-02	290	2011-08-30	Drosophila pseudoobscura alcohol dehydrogenase (adh) gene, partial cds.
MG684383	157059	Drosophila siamana	2018-02-04	719	2018-02-04	Drosophila siamana alcohol dehydrogenase (Adh) gene, partial cds.
U48715	46435	Drosophila hawaiiensis	2005-04-17	3335	1996-04-10	Drosophila hawaiiensis alcohol dehydrogenase (Adh) gene, complete cds.
AY006408	48321	Drosophila hanaulae	2005-09-26	510	2001-09-04	Drosophila hanaulae alcohol dehydrogenase (Adh) gene, partial cds.
AY750117	311474	Drosophila longiserrata	2006-07-20	911	2005-12-31	Drosophila longiserrata alcohol dehydrogenase (Adh) gene, partial cds.
DQ471633	381460	Drosophila fluvialis	2006-07-20	711	2006-07-20	Drosophila fluvialis alcohol dehydrogenase (Adh) gene, partial cds.
DQ471666	103845	Drosophila nannoptera	2006-07-20	711	2006-07-20	Drosophila nannoptera alcohol dehydrogenase (Adh) gene, partial cds.
EU532119	7260	Drosophila willistoni	2010-01-21	533	2010-01-21	Drosophila willistoni alcohol dehydrogenase (Adh) gene, partial cds.
HQ631476	109356	Drosophila leontia	2012-01-02	290	2011-08-30	Drosophila leontia alcohol dehydrogenase (adh) gene, partial cds.
AF059891	7257	Drosophila robusta	2005-04-15	290	1998-04-28	Drosophila robusta alcohol dehydrogenase (Adh) gene, partial cds.
AF264076	46792	Drosophila insularis	2005-04-15	405	2000-05-30	Drosophila insularis alcohol dehydrogenase (Adh) gene, partial cds.
AY006414	47010	Drosophila silvestris	2005-09-26	510	2001-09-04	Drosophila silvestris alcohol dehydrogenase (Adh) gene, partial cds.
AY006422	46804	Drosophila melanocephala	2005-09-26	510	2001-09-04	Drosophila melanocephala alcohol dehydrogenase (Adh) gene, partial cds.
DQ471629	30041	Drosophila polychaeta	2006-07-20	711	2006-07-20	Drosophila polychaeta alcohol dehydrogenase (Adh) gene, partial cds.
DQ471632	309936	Drosophila daruma	2006-07-20	711	2006-07-20	Drosophila daruma alcohol dehydrogenase (Adh) gene, partial cds.
GQ376036	7274	Drosophila serrata	2009-08-03	410	2009-08-02	Drosophila serrata alcohol dehydrogenase (ADH) gene, partial cds.
AY750135	311480	Drosophila medioconstricta	2006-07-20	911	2005-12-31	Drosophila medioconstricta alcohol dehydrogenase (Adh) gene, partial cds.
DQ471656	302448	Drosophila anceps	2006-07-20	711	2006-07-20	Drosophila anceps alcohol dehydrogenase (Adh) gene, partial cds.
AY006416	7219	Drosophila differens	2005-09-26	510	2001-09-04	Drosophila differens alcohol dehydrogenase (Adh) gene, partial cds.
DQ471627	381448	Drosophila angor	2006-07-20	711	2006-07-20	Drosophila angor alcohol dehydrogenase (Adh) gene, partial cds.
DQ471634	309938	Drosophila latifshahi	2006-07-20	711	2006-07-20	Drosophila latifshahi alcohol dehydrogenase (Adh) gene, partial cds.
EU532118	46790	Drosophila equinoxialis	2010-01-21	573	2010-01-21	Drosophila equinoxialis alcohol dehydrogenase (Adh) gene, partial cds.
OP168476	2759894	Drosophila lutzii	2023-06-15	780	2023-06-14	Drosophila lutzii isolate Dlz_4610 Adh gene, partial cds.
AF264075	126477	Drosophila fumipennis	2005-04-15	405	2000-05-30	Drosophila fumipennis alcohol dehydrogenase (Adh) gene, partial cds.
GQ376031	88886	Drosophila sulfurigaster	2009-08-03	410	2009-08-02	Drosophila sulfurigaster alcohol dehydrogenase (ADH) gene, partial cds.
GQ376032	46829	Drosophila birchii	2009-08-03	410	2009-08-02	Drosophila birchii alcohol dehydrogenase (ADH) gene, partial cds.
U48714	7222	Drosophila grimshawi	2005-04-18	3644	1996-04-08	Idiomyia grimshawi alcohol dehydrogenase (Adh) gene, complete cds.
U90953	57873	Drosophila hubeiensis	2006-11-14	432	1997-11-14	Drosophila hubeiensis alcohol dehydrogenase (Adh) gene, partial cds.
U90955	7282	Drosophila obscura	2006-11-14	453	1997-11-14	Drosophila obscura alcohol dehydrogenase (Adh) gene, partial cds.
U94208	58308	Drosophila dasycnemia	2005-04-18	204	1998-02-23	Drosophila dasycnemia alcohol dehydrogenase (Adh) gene, partial cds.
U95267	7260	Drosophila willistoni	2005-04-18	1172	1999-01-06	Drosophila willistoni PA3 alcohol dehydrogenase (Adh) gene, complete cds.
AB261130	387621	Drosophila quadrilineata	2007-11-03	859	2007-11-03	Drosophila quadrilineata Adh gene for alcohol dehydrogenase, partial cds.
LC165394	7241	Drosophila subobscura	2019-06-04	486	2019-06-04	Drosophila subobscura Adh gene, partial cds, strain: subo-sk.
AB261129	157053	Drosophila annulipes	2007-11-03	835	2007-11-03	Drosophila annulipes Adh gene for alcohol dehydrogenase, partial cds.
DQ471636	381473	Drosophila sp. T	2006-07-20	711	2006-07-20	Drosophila sp. T alcohol dehydrogenase (Adh) gene, partial cds.
AB261141	30019	Drosophila busckii	2007-11-03	820	2007-11-03	Drosophila busckii Adh gene for alcohol dehydrogenase, partial cds.
U95265	7260	Drosophila willistoni	2005-04-18	1172	1999-01-06	Drosophila willistoni PA1 alcohol dehydrogenase (Adh) gene, complete cds.
DQ471643	7244	Drosophila virilis	2006-07-20	711	2006-07-20	Drosophila virilis strain 174 alcohol dehydrogenase (Adh) gene, partial cds.
